id,product_kr,product_en,hook_key,hook_kr,overlay_text_kr,scene_kr,persona_kr,style_kr,color_kr,aspect_ratio,size,ig_format,image_prompt,negative_prompt,status,image_path
yg_0272,미니 K,Mini K,humor_relatable,유머·공감,주말의 나: 요기보와 한 몸,아늑한 원룸,다정한 커플,골든아워 시네마틱,코발트 블루,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 코발트 블루 fabric color, a cozy couple lounging together, cozy compact studio apartment, minimal Korean interior, golden hour cinematic lighting, warm glow, film look, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0273,키즈,Kids,social_proof,사회적 증거,한 번 산 사람은 색깔만 늘린다,무드등 켜진 밤 침실,시니어 부모님,파스텔 팝 컬러블록,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (유아·아동 안전 인증 소형 빈백, 밝은 컬러), 크림 베이지 fabric color, an elderly parent resting comfortably, dim bedroom at night with warm mood lighting, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0274,미니 K,Mini K,aspiration,동경·라이프스타일,"남의 집 같던 그 무드, 우리집에",겨울 러그 깔린 마루,20대 1인 가구 여성,라이프스타일 와이드,크림 베이지,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (원룸·15평 이하 전용 초소형 빈백), 크림 베이지 fabric color, a young woman in her 20s living alone, relaxed, winter living room with rug, cozy ondol floor warmth, wide lifestyle editorial shot, natural light, lived-in feel, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0275,미니,Mini,before_after,비포·애프터,소파 있을 때 vs 요기보 들인 후,발코니·테라스,제품 단독(인물 없음),푹 꺼지는 모션 블러,라벤더,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (1인용 소형 빈백, 가볍고 어디든 옮기는 컴팩트 사이즈), 라벤더 fabric color, apartment balcony with plants and city view, motion-blur of a body sinking into the bean bag, dynamic, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0276,프라임,Prime,fomo_scarcity,FOMO·희소성,다들 이미 거실에 하나씩 들였대요,게이밍 셋업 방,친구들 홈파티,오버헤드 부감,크림 베이지,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (슬림한 등받이형 빈백, 의자처럼 세워 앉기 좋은 형태), 크림 베이지 fabric color, a few friends hanging out, casual home party, gaming room with RGB lights and a desk setup, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0277,라운저,Lounger,humor_relatable,유머·공감,약속 취소되자마자 향한 곳,재택 홈오피스,재택근무 직장인,오버헤드 부감,오트밀 화이트,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (등받이가 높은 1인 라운지형 빈백, 독서·휴식용), 오트밀 화이트 fabric color, a remote worker taking a break, work-from-home office corner, laptop on a low table, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0278,미디,Midi,before_after,비포·애프터,혼자 살기 전 → 혼자 살고 난 후의 거실,펜션·풀빌라 거실,반려묘와 함께,한 손 스케일 비교,더스티 핑크,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (맥스의 컴팩트 버전, 청소년·소형 공간용 중형 빈백), 더스티 핑크 fabric color, a person with a cat curled up nearby, vacation pension living room, premium resort vibe, hand or person for scale, emphasizing size and softness, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0279,더블,Double,curiosity_gap,호기심 갭,이게 소파라고? 끝까지 보면 놀람,아늑한 원룸,20대 1인 가구 여성,파스텔 팝 컬러블록,올리브 그린,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (맥스 2배 폭의 초대형 빈백, 커플·가족용 침대 겸용), 올리브 그린 fabric color, a young woman in her 20s living alone, relaxed, cozy compact studio apartment, minimal Korean interior, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0280,팟,Pod,humor_relatable,유머·공감,주말의 나: 요기보와 한 몸,캠핑·차박 텐트 안,반려묘와 함께,파스텔 팝 컬러블록,코발트 블루,1:1,1080x1080,피드 정방,"A premium oversized bean bag sofa (둥근 1인 의자형 빈백, 감싸는 듯한 곡선 실루엣), 코발트 블루 fabric color, a person with a cat curled up nearby, inside a camping tent / car-camping setup, lantern light, pastel pop color-block background, playful graphic style, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0281,펫,Pet,fomo_scarcity,FOMO·희소성,한정 컬러 — 재입고 없음,펜션·풀빌라 거실,게이머 청년,다크 무드 라이팅,머스타드 옐로,4:5,1080x1350,피드 세로,"A premium oversized bean bag sofa (방수·항균·발톱 저항 커버의 반려동물용 빈백), 머스타드 옐로 fabric color, a young gamer with a controller, vacation pension living room, premium resort vibe, dark moody lighting with a single warm light source, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0282,플로어,Floor,asmr_sensory,감각·ASMR,손이 닿는 순간 멈추는 마법의 촉감,한강 피크닉 잔디,20대 1인 가구 여성,탑다운 플랫레이,머스타드 옐로,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 머스타드 옐로 fabric color, a young woman in her 20s living alone, relaxed, Hangang river park lawn picnic, outdoor daytime, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0283,플로어,Floor,problem_agitate,문제 자극,반려견이 소파를 다 뜯어놨다면,발코니·테라스,반려묘와 함께,탑다운 플랫레이,더스티 핑크,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (좌식 문화 맞춤 초저높이 빈백), 더스티 핑크 fabric color, a person with a cat curled up nearby, apartment balcony with plants and city view, top-down flat lay composition, neatly arranged, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
yg_0284,서포트,Support,before_after,비포·애프터,혼자 살기 전 → 혼자 살고 난 후의 거실,미니멀 화이트 스튜디오,반려견과 집사,오버헤드 부감,차콜 그레이,9:16,1080x1920,릴스/스토리,"A premium oversized bean bag sofa (U자형 받침 쿠션, 빈백과 결합해 리클라이너로 변신), 차콜 그레이 fabric color, a person with a small dog cuddling, clean white photo studio, seamless backdrop, high overhead bird's-eye angle looking down, Korean home aesthetic, photorealistic, high-end interior photography, soft natural shadows, 8k, advertising quality, leave clean negative space at the top for a text overlay","logo, brand text, watermark, deformed limbs, extra fingers, low quality, blurry text, distorted face, cluttered, oversaturated, plastic look, duplicate furniture, broken perspective",pending,
